index_id,candidate_id,confidence_score,need_judge
175,10675,5,False
176,10676,5,False
177,10677,5,False
178,10678,5,False
179,10679,5,False
180,10680,5,False
181,10681,5,False
182,-1,1,True
183,10683,5,False
184,10684,5,False
185,10685,5,False
186,10686,5,False
187,10687,5,False
188,10688,5,False
189,17482,1,True
190,10690,5,False
191,10691,5,False
192,10692,5,False
193,10693,5,False
194,11197,1,True
195,10695,5,False
196,10696,5,False
197,10697,5,False
198,10698,5,False
199,10699,5,False
200,10700,5,False
201,10701,5,False
202,10702,5,False
203,10703,5,False
204,10704,5,False
205,10705,5,False
206,10706,5,False
207,10707,5,False
208,10708,5,False
209,10709,5,False
210,10710,5,False
211,10711,5,False
212,10712,5,False
213,10713,5,False
214,10714,5,False
215,10715,5,False
216,10716,5,False
217,10717,5,False
218,10718,5,False
219,10719,5,False
220,18808,1,True
221,10721,5,False
222,10722,5,False
223,10723,5,False
224,10724,5,False
225,10725,5,False
226,31644,1,True
227,10727,5,False
228,10728,5,False
229,10729,5,False
230,10730,5,False
231,10731,5,False
232,10732,5,False
233,10733,5,False
234,10734,5,False
235,10735,5,False
236,10736,5,False
237,10737,5,False
238,10738,5,False
239,10739,5,False
240,10740,5,False
241,31369,1,True
242,10742,5,False
243,10743,5,False
244,10744,5,False
245,10745,5,False
246,10746,5,False
247,10747,5,False
248,10748,5,False
249,10749,5,False
250,-1,1,False
251,10751,5,False
252,10752,5,False
253,35423,3,True
254,10754,5,False
255,10755,5,False
256,10756,5,False
257,10757,5,False
258,10758,5,False
259,10759,5,False
260,31853,1,True
261,10761,5,False
262,10762,5,False
263,10763,5,False
264,10764,5,False
265,18489,1,True
266,19664,1,True
267,10767,5,False
268,10768,5,False
269,10769,5,False
270,18941,1,True
271,-1,1,True
272,10772,5,False
273,10773,5,False
274,10774,5,False
275,10775,5,False
276,10776,5,False
277,-1,1,False
278,10778,5,False
279,10779,5,False
280,10780,5,False
281,10781,5,False
282,10782,5,False
283,10783,5,False
284,10784,5,False
285,10785,5,False
286,10786,5,False
287,10787,5,False
288,10788,5,False
289,10789,5,False
290,10790,5,False
291,15312,1,True
292,10792,5,False
293,10793,5,False
294,10794,5,False
295,10795,5,False
296,10796,5,False
297,10797,5,False
298,10798,5,False
299,10799,5,False
300,10800,5,False
301,10801,5,False
302,10802,5,False
303,10803,5,False
304,10804,5,False
305,10805,5,False
306,10806,5,False
307,10807,5,False
308,10808,5,False
309,10809,5,False
310,10810,5,False
311,10811,5,False
312,10812,5,False
313,10813,5,False
314,10814,5,False
315,10815,5,False
316,10816,5,False
317,10817,5,False
318,10818,5,False
319,10819,5,False
320,10820,5,False
321,10821,5,False
322,10822,5,False
323,10823,5,False
324,31677,1,True
325,10825,5,False
326,10826,5,False
327,,1,False
328,10828,5,False
329,10829,5,False
330,,5,False
331,10831,5,False
332,10832,5,False
333,10833,5,False
334,10834,5,False
335,10835,5,False
336,10836,5,False
337,10837,5,False
338,10838,5,False
339,10839,5,False
340,10840,5,False
341,10841,5,False
342,10842,5,False
343,10843,5,False
344,10844,5,False
345,10845,5,False
346,10846,5,False
347,10847,5,False
348,10848,5,False
349,10849,5,False
350,10850,5,False
351,10851,5,False
352,10852,5,False
353,10853,5,False
354,16745,1,True
355,10855,5,False
356,10856,5,False
357,16094,1,True
358,10858,5,False
359,10859,5,False
360,10860,5,False
361,10861,5,False
362,10862,5,False
363,10863,5,False
364,10864,5,False
365,10865,5,False
366,10866,5,False
367,10867,5,False
368,10868,5,False
369,10869,5,False
370,10870,5,False
371,10871,5,False
372,10872,5,False
373,10873,5,False
374,10874,5,False
375,10875,5,False
376,10876,5,False
377,10877,5,False
378,10878,5,False
379,10879,5,False
380,10880,5,False
381,10881,5,False
382,10882,5,False
383,10883,5,False
384,10884,5,False
385,10885,5,False
386,10886,5,False
387,17461,1,True
388,10888,5,False
389,10889,5,False
390,10890,5,False
391,10891,5,False
392,10892,5,False
393,15761,1,True
394,10894,5,False
395,10895,5,False
396,10896,5,False
397,10897,5,False
398,10898,5,False
399,10899,5,False
400,10900,5,False
401,10901,5,False
402,10902,5,False
403,10903,5,False
404,10904,5,False
405,10905,5,False
406,10906,5,False
407,10907,5,False
408,,1,False
409,13625,1,True
410,10910,5,False
411,10911,5,False
412,-1,1,True
413,10913,5,False
414,10914,5,False
415,10915,5,False
416,10916,5,False
417,10917,5,False
418,10918,5,False
419,10919,5,False
420,10920,5,False
421,10921,5,False
422,,5,False
423,10923,5,False
424,10924,5,False
425,10925,5,False
426,10926,5,False
427,10927,5,False
428,10928,5,False
429,37072,1,True
430,,1,False
431,10931,5,False
432,10932,5,False
433,10933,5,False
434,10934,5,False
435,10935,5,False
436,10936,5,False
437,-1,1,True
438,10938,5,False
439,10939,5,False
440,10940,5,False
441,10941,5,False
442,10942,5,False
443,10943,5,False
444,10944,5,False
445,10945,5,False
446,10946,5,False
447,10947,5,False
448,10948,5,False
449,10949,5,False
450,10950,5,False
451,10951,5,False
452,10952,5,False
453,10953,5,False
454,-1,1,True
455,10955,5,False
456,10956,5,False
457,10957,5,False
458,10958,5,False
459,17482,1,True
460,10960,5,False
461,10961,5,False
462,10962,5,False
463,10963,5,False
464,10964,5,False
465,10965,5,False
466,10966,5,False
467,10967,5,False
468,10968,5,False
469,10969,5,False
470,10970,5,False
471,10971,5,False
472,10972,5,False
473,10973,5,False
474,10974,5,False
475,10975,5,False
476,10976,5,False
477,10977,5,False
478,10978,5,False
479,10979,5,False
480,10980,5,False
481,10981,5,False
482,10982,5,False
483,10983,5,False
484,10984,5,False
485,,1,False
486,10986,5,False
487,10987,5,False
488,10988,5,False
489,10989,5,False
490,10990,5,False
491,10991,5,False
492,10992,5,False
493,37235,1,True
494,10994,5,False
495,-1,1,True
496,10996,5,False
497,10997,5,False
498,-1,1,True
499,10999,5,False
500,11000,5,False
501,11001,5,False
502,11002,5,False
503,11003,5,False
504,11004,5,False
505,11005,5,False
506,11006,5,False
507,11007,4,False
508,11008,5,False
509,11009,5,False
510,11010,5,False
511,11011,5,False
512,11012,5,False
513,11013,5,False
514,11014,5,False
515,,5,False
516,11016,5,False
517,11017,5,False
518,,1,False
519,11019,5,False
520,11020,5,False
521,11021,5,False
522,11022,5,False
523,34764,1,True
524,11024,5,False
525,11025,5,False
526,11026,5,False
527,11027,5,False
528,11028,5,False
529,11029,5,False
530,11030,5,False
531,11031,5,False
532,17847,3,True
533,11033,5,False
534,11034,5,False
535,11035,5,False
536,11036,5,False
537,11037,5,False
538,11038,5,False
539,11039,5,False
540,11040,5,False
541,11041,5,False
542,11042,5,False
543,11043,5,False
544,11044,5,False
545,11045,5,False
546,11046,5,False
547,11047,5,False
548,11048,5,False
549,11049,5,False
550,11050,5,False
551,11051,5,False
552,11052,5,False
553,11053,5,False
554,32189,2,True
555,11055,5,False
556,11056,5,False
557,10621,1,True
558,37293,1,True
559,11059,5,False
560,11060,5,False
561,11061,5,False
562,11062,5,False
563,11063,5,False
564,11064,5,False
565,,1,False
566,11066,5,False
567,11067,5,False
568,11068,5,False
569,11069,5,False
570,,5,False
571,11071,5,False
572,11072,5,False
573,11073,5,False
574,11074,5,False
575,11075,5,False
576,11076,5,False
577,11077,5,False
578,11078,5,False
579,11079,5,False
580,11080,5,False
581,39369,2,True
582,11082,5,False
583,11083,5,False
584,10551,4,False
585,11085,5,False
586,,5,False
587,11087,5,False
588,11088,5,False
589,39328,5,False
590,11090,5,False
591,11091,5,False
592,11092,5,False
593,11093,5,False
594,11094,5,False
595,11095,5,False
596,12946,2,True
597,11717,3,True
598,11098,5,False
599,11099,5,False
600,11100,5,False
601,11101,5,False
602,11102,5,False
603,11103,5,False
604,11104,5,False
605,11105,5,False
606,11106,5,False
607,11107,5,False
608,11108,5,False
609,11109,5,False
610,11110,5,False
611,-1,1,True
612,11112,5,False
613,11113,5,False
614,11114,5,False
615,,1,False
616,11116,5,False
617,11117,5,False
618,11118,5,False
619,11119,5,False
620,11120,5,False
621,11121,5,False
622,11122,5,False
623,11123,5,False
624,11124,5,False
625,11125,5,False
626,11126,5,False
627,11127,5,False
628,11128,5,False
629,11129,5,False
630,16067,2,True
631,11131,5,False
632,11132,5,False
633,32896,1,True
634,11134,5,False
635,11135,5,False
636,11136,5,False
637,11137,5,False
638,11138,5,False
639,11139,5,False
640,11140,5,False
641,11141,5,False
642,11142,5,False
643,11143,5,False
644,11144,5,False
645,11145,5,False
646,11146,5,False
647,11147,5,False
648,11148,5,False
649,11149,5,False
650,11150,5,False
651,11151,5,False
652,11152,5,False
653,11153,5,False
654,11154,5,False
655,11155,5,False
656,11156,5,False
657,11157,5,False
658,11158,5,False
659,11159,5,False
660,11160,5,False
661,11161,5,False
662,11162,5,False
663,11163,5,False
664,11164,5,False
665,11165,5,False
666,11166,5,False
667,11167,5,False
668,11168,5,False
669,11169,5,False
670,11170,5,False
671,11171,5,False
672,11172,5,False
673,11173,5,False
674,11174,5,False
675,11175,5,False
676,11176,5,False
677,11177,5,False
678,11178,5,False
679,11179,5,False
680,11180,5,False
681,11181,5,False
682,11182,5,False
683,11183,5,False
684,11184,5,False
685,11185,5,False
686,11186,5,False
687,11187,5,False
688,11188,5,False
689,11189,5,False
690,11190,5,False
691,11191,5,False
692,,5,False
693,11193,5,False
694,11194,5,False
695,11195,5,False
696,11196,5,False
697,11197,5,False
698,11198,5,False
699,11199,5,False
700,11200,5,False
701,11201,5,False
702,11202,5,False
703,11203,5,False
704,11204,5,False
705,11205,5,False
706,11206,5,False
707,11207,5,False
708,11208,5,False
709,11209,5,False
710,11210,5,False
711,11211,5,False
712,11212,5,False
713,11213,5,False
714,11214,5,False
715,16067,2,True
716,11216,5,False
717,11217,5,False
718,11218,5,False
719,38321,2,True
720,11220,5,False
721,11221,5,False
722,11222,5,False
723,11223,5,False
724,11224,5,False
725,11225,5,False
726,11226,5,False
727,11227,5,False
728,11228,5,False
729,11229,5,False
730,11230,5,False
731,11231,5,False
732,11232,5,False
733,11233,5,False
734,11234,5,False
735,11235,5,False
736,11236,5,False
737,11237,5,False
738,38453,2,True
739,11239,5,False
740,11240,5,False
741,11241,5,False
742,11242,5,False
743,11243,5,False
744,11244,5,False
745,38296,2,True
746,11246,5,False
747,11247,5,False
748,11248,5,False
749,11249,5,False
750,11250,5,False
751,11251,5,False
752,11252,5,False
753,11253,5,False
754,11254,5,False
755,11255,5,False
756,11256,5,False
757,11257,5,False
758,11258,5,False
759,11259,5,False
760,11260,5,False
761,11261,5,False
762,11262,5,False
763,11263,5,False
764,11264,5,False
765,,1,False
766,11266,5,False
767,11267,5,False
768,11268,5,False
769,11269,5,False
770,11270,5,False
771,11271,5,False
772,11272,5,False
773,11273,5,False
774,11274,5,False
775,11275,5,False
776,,1,False
777,11277,5,False
778,11278,5,False
779,11279,5,False
780,11280,5,False
781,11281,5,False
782,11282,5,False
783,11283,5,False
784,19402,2,True
785,,1,False
786,11286,5,False
787,11287,5,False
788,11288,5,False
789,11289,5,False
790,11290,5,False
791,11291,5,False
792,11292,5,False
793,11293,5,False
794,11294,5,False
795,11295,5,False
796,17209,1,True
797,11297,5,False
798,11298,5,False
799,11299,5,False
800,11300,5,False
801,11301,5,False
802,33916,1,True
803,11303,5,False
804,11304,5,False
805,11305,5,False
806,11306,5,False
807,11307,5,False
808,11308,5,False
809,11309,5,False
810,11310,5,False
811,11311,5,False
812,17738,1,True
813,11313,5,False
814,11314,5,False
815,11315,5,False
816,11316,5,False
817,11317,5,False
818,11318,5,False
819,11319,5,False
820,11320,5,False
821,11321,5,False
822,11322,5,False
823,11323,5,False
824,11324,5,False
825,11325,5,False
826,11326,5,False
827,16342,1,True
828,11328,5,False
829,-1,1,True
830,11330,5,False
831,11331,5,False
832,11332,5,False
833,11333,5,False
834,11334,5,False
835,11335,5,False
836,32422,1,True
837,11337,5,False
838,11338,5,False
839,11339,5,False
840,11340,5,False
841,10781,2,True
842,11342,5,False
843,11343,5,False
844,11344,5,False
845,11345,5,False
846,11346,5,False
847,11347,5,False
848,11348,5,False
849,11349,5,False
850,11350,5,False
851,11351,5,False
852,11352,5,False
853,11353,5,False
854,11354,5,False
855,11355,5,False
856,11356,5,False
857,11357,5,False
858,11358,5,False
859,11359,5,False
860,11360,5,False
861,11361,5,False
862,11362,5,False
863,11363,5,False
864,11364,5,False
865,11365,5,False
866,11366,5,False
867,-1,1,True
868,11368,5,False
869,11369,5,False
870,11370,5,False
871,11371,5,False
872,11372,5,False
873,11373,5,False
874,11374,5,False
875,11375,5,False
876,11376,5,False
877,11377,5,False
878,11378,5,False
879,11379,5,False
880,11380,5,False
881,11381,5,False
882,11382,5,False
883,11383,5,False
884,19246,1,True
885,11385,5,False
886,11386,5,False
887,11387,5,False
888,11388,5,False
889,11389,5,False
890,11390,5,False
891,11391,5,False
892,11392,5,False
893,11393,5,False
894,11394,5,False
895,11395,5,False
896,11396,5,False
897,11397,5,False
898,11398,5,False
899,11399,5,False
900,11400,5,False
901,13387,1,True
902,11402,5,False
903,11403,5,False
904,11404,5,False
905,11405,5,False
906,11406,5,False
907,,1,False
908,11408,5,False
909,11409,5,False
910,11410,5,False
911,11411,5,False
912,11412,5,False
913,11413,5,False
914,11414,5,False
915,11415,5,False
916,11416,5,False
917,11417,5,False
918,11418,5,False
919,11419,5,False
920,11420,2,False
921,11421,5,False
922,11422,5,False
923,11423,5,False
924,11424,5,False
925,11425,5,False
926,11426,5,False
927,11427,5,False
928,11428,5,False
929,11429,5,False
930,11430,5,False
931,11431,5,False
932,11432,5,False
933,11433,5,False
934,11434,5,False
935,11435,5,False
936,11436,5,False
937,11437,5,False
938,-1,1,True
939,11439,5,False
940,11440,5,False
941,11441,5,False
942,11442,5,False
943,11443,5,False
944,11444,5,False
945,11445,5,False
946,11446,5,False
947,11447,5,False
948,11448,5,False
949,-1,1,True
950,11450,5,False
951,11451,5,False
952,11452,5,False
953,11453,5,False
954,11454,5,False
955,11455,5,False
956,11456,4,True
957,11457,5,False
958,11458,5,False
959,11459,5,False
960,11460,5,False
961,11461,5,False
962,11462,5,False
963,11463,5,False
964,11464,5,False
965,11465,5,False
966,11466,5,False
967,11467,5,False
968,11468,5,False
969,11469,5,False
970,,5,False
971,11471,5,False
972,11472,5,False
973,11473,5,False
974,11474,5,False
975,11475,5,False
976,11476,5,False
977,11477,5,False
978,11478,5,False
979,11479,5,False
980,11480,5,False
981,,1,False
982,11482,5,False
983,20226,2,True
984,11484,5,False
985,11485,5,False
986,11486,5,False
987,11487,5,False
988,11488,5,False
989,11489,5,False
990,11490,5,False
991,11491,5,False
992,11492,5,False
993,34072,1,True
994,11494,5,False
995,11495,5,False
996,30875,2,True
997,11497,5,False
998,11498,5,False
999,11499,5,False
1000,11500,5,False
1001,11501,5,False
1002,11502,5,False
1003,11503,5,False
1004,11504,5,False
1005,11505,5,False
1006,11506,5,False
1007,-1,1,True
1008,11508,5,False
1009,11509,5,False
1010,11510,5,False
1011,11511,5,False
1012,11512,5,False
1013,11513,5,False
1014,-1,1,True
1015,11515,5,False
1016,11516,5,False
1017,11517,5,False
1018,11518,5,False
1019,11519,5,False
1020,11520,5,False
1021,11521,5,False
1022,11522,5,False
1023,11523,5,False
1024,11524,5,False
1025,11525,5,False
1026,11526,5,False
1027,11527,5,False
1028,11528,5,False
1029,11529,5,False
1030,11530,5,False
1031,11531,5,False
1032,11532,5,False
1033,11533,5,False
1034,11534,5,False
1035,15197,1,True
1036,11536,5,False
1037,11537,5,False
1038,11538,5,False
1039,11539,5,False
1040,11540,5,False
1041,11541,5,False
1042,11542,5,False
1043,11543,5,False
1044,11544,5,False
1045,11545,5,False
1046,11546,5,False
1047,11547,5,False
1048,,1,False
1049,11549,5,False
1050,11550,5,False
1051,11551,5,False
1052,11552,5,False
1053,11553,5,False
1054,11554,5,False
1055,11555,5,False
1056,11556,5,False
1057,11557,5,False
1058,11558,5,False
1059,11559,5,False
1060,11560,5,False
1061,11561,5,False
1062,11562,5,False
1063,11563,5,False
1064,19903,2,True
1065,11565,5,False
1066,11566,5,False
1067,11567,5,False
1068,18258,3,True
1069,11569,5,False
1070,-1,1,True
1071,11571,5,False
1072,11572,5,False
1073,11573,5,False
1074,11574,5,False
1075,11575,5,False
1076,11576,5,False
1077,,1,False
1078,11578,5,False
1079,11579,5,False
1080,11580,5,False
1081,11581,5,False
1082,11582,5,False
1083,11583,5,False
1084,11584,5,False
1085,,1,False
1086,11586,5,False
1087,11587,5,False
1088,11588,5,False
1089,11589,5,False
1090,11590,5,False
1091,11591,5,False
1092,11592,5,False
1093,11593,5,False
1094,11594,5,False
1095,11595,5,False
1096,11596,5,False
1097,11597,5,False
1098,11598,5,False
1099,11599,5,False
1100,17738,1,True
1101,11601,5,False
1102,11602,5,False
1103,11010,1,True
1104,11604,5,False
1105,11605,5,False
1106,11606,5,False
1107,11607,5,False
1108,-1,1,True
1109,11609,5,False
1110,11610,5,False
1111,,5,False
1112,11612,5,False
1113,11613,5,False
1114,11614,5,False
1115,11615,5,False
1116,11616,5,False
1117,,1,False
1118,11618,5,False
1119,11619,5,False
1120,11620,5,False
1121,11621,5,False
1122,11622,5,False
1123,11623,5,False
1124,11624,5,False
1125,11625,5,False
1126,13308,2,True
1127,11627,5,False
1128,11628,5,False
1129,11629,5,False
1130,11630,5,False
1131,11631,5,False
1132,11632,5,False
1133,11633,5,False
1134,11634,5,False
1135,11635,5,False
1136,11636,5,False
1137,11637,5,False
1138,11638,5,False
1139,,1,False
1140,11640,5,False
1141,,1,False
1142,11642,5,False
1143,11643,5,False
1144,11644,5,False
1145,11645,5,False
1146,11646,5,False
1147,11647,5,False
1148,11648,5,False
1149,11649,5,False
1150,11650,5,False
1151,11651,5,False
1152,11652,5,False
1153,11653,5,False
1154,11654,5,False
1155,11655,5,False
1156,11656,5,False
1157,11657,5,False
1158,11658,5,False
1159,11659,5,False
1160,11660,5,False
1161,11661,5,False
1162,11662,4,False
1163,11663,5,False
1164,11664,5,False
1165,11665,5,False
1166,11666,5,False
1167,11667,5,False
1168,11668,5,False
1169,11669,5,False
1170,11670,5,False
1171,11671,5,False
1172,11672,5,False
1173,,1,False
1174,11674,5,False
1175,11675,5,False
1176,11676,5,False
1177,11677,5,False
1178,11678,5,False
1179,11679,5,False
1180,11680,5,False
1181,11681,5,False
1182,11682,5,False
1183,11683,5,False
1184,11684,5,False
1185,11685,5,False
1186,11686,5,False
1187,11687,5,False
1188,11688,5,False
1189,11689,5,False
1190,11690,5,False
1191,11691,5,False
1192,-1,1,True
1193,11693,5,False
1194,11694,5,False
1195,11695,5,False
1196,11696,5,False
1197,11697,5,False
1198,11698,5,False
1199,-1,1,True
1200,11700,5,False
1201,11701,5,False
1202,11702,5,False
1203,11703,5,False
1204,11704,5,False
1205,11705,5,False
1206,11706,5,False
1207,11707,5,False
1208,11708,5,False
1209,11709,5,False
1210,11710,5,False
1211,11711,5,False
1212,11712,5,False
1213,15052,2,True
1214,11714,5,False
1215,11715,5,False
1216,11716,5,False
1217,11717,5,False
1218,11718,5,False
1219,11719,5,False
1220,-1,1,True
1221,33581,1,True
1222,11722,5,False
1223,11723,5,False
1224,11724,5,False
1225,11725,5,False
1226,11726,5,False
1227,11727,5,False
1228,11728,5,False
1229,11729,5,False
1230,11730,5,False
1231,12408,1,True
1232,11732,5,False
1233,11733,5,False
1234,11734,5,False
1235,11735,5,False
1236,11736,5,False
1237,-1,1,True
1238,11738,5,False
1239,11739,5,False
1240,11740,5,False
1241,11741,5,False
1242,11742,5,False
1243,11743,5,False
1244,11744,5,False
1245,11745,5,False
1246,11746,5,False
1247,11747,5,False
1248,11748,5,False
1249,11749,5,False
1250,11750,5,False
1251,11751,5,False
1252,11752,5,False
1253,11753,5,False
1254,11754,5,False
1255,11755,5,False
1256,11756,5,False
1257,11757,5,False
1258,11758,5,False
1259,11759,5,False
1260,-1,1,True
1261,11761,5,False
1262,11762,5,False
1263,11763,5,False
1264,11764,5,False
1265,11765,5,False
1266,11766,5,False
1267,-1,1,True
1268,,5,False
1269,,1,False
1270,11770,5,False
1271,11771,5,False
1272,11772,5,False
1273,11773,5,False
1274,11774,5,False
1275,11775,5,False
1276,11776,5,False
1277,11777,5,False
1278,11778,5,False
1279,11779,5,False
1280,10880,3,True
1281,11781,5,False
1282,11782,5,False
1283,11783,5,False
1284,11784,5,False
1285,11785,5,False
1286,11786,5,False
1287,11787,5,False
1288,11788,5,False
1289,11789,5,False
1290,11790,5,False
1291,11791,5,False
1292,11792,5,False
1293,11793,5,False
1294,11794,5,False
1295,11795,5,False
1296,38870,2,True
1297,11797,5,False
1298,11798,5,False
1299,-1,1,True
1300,11800,5,False
1301,-1,1,True
1302,11802,5,False
1303,11803,5,False
1304,11804,5,False
1305,11805,5,False
1306,11806,5,False
1307,13956,4,False
1308,11808,5,False
1309,11809,5,False
1310,11810,5,False
1311,11811,5,False
1312,11812,5,False
1313,11813,5,False
1314,11814,5,False
1315,33331,1,True
1316,11816,5,False
1317,11817,5,False
1318,11818,5,False
1319,11819,5,False
1320,11820,5,False
1321,11821,5,False
1322,11822,5,False
1323,11823,5,False
1324,11824,5,False
1325,11825,5,False
1326,11826,5,False
1327,11827,5,False
1328,,1,False
1329,11829,5,False
1330,11830,5,False
1331,11831,5,False
1332,11832,5,False
1333,11833,5,False
1334,11834,5,False
1335,11835,5,False
1336,11836,5,False
1338,11838,5,False
1339,11839,5,False
1340,11840,5,False
1341,11841,5,False
1342,11842,5,False
1343,11843,5,False
1344,11844,5,False
1345,11845,5,False
1346,11846,5,False
1347,11847,5,False
1348,11848,5,False
1349,11849,5,False
1350,11850,5,False
1351,11851,5,False
1352,11852,5,False
1353,11853,5,False
1354,11854,5,False
1355,11855,5,False
1356,11856,5,False
1357,11857,5,False
1358,,5,False
1359,,1,False
1360,11860,5,False
1361,17722,2,True
1362,11862,5,False
1363,11863,5,False
1364,11864,5,False
1365,11865,5,False
1366,11866,5,False
1367,11867,5,False
1368,16031,1,True
1369,11869,5,False
1370,11870,5,False
1371,11871,5,False
1372,11872,5,False
1373,10567,1,True
1374,11874,5,False
1375,,1,False
1376,11876,5,False
1377,11877,5,False
1378,11878,5,False
1379,36045,1,True
1380,11325,1,True
1381,11881,5,False
1382,11882,5,False
1383,11883,5,False
1384,11884,5,False
1385,11885,5,False
1386,11886,5,False
1387,11887,5,False
1388,11888,5,False
1389,11889,5,False
1390,11890,5,False
1391,11891,5,False
1392,11892,5,False
1393,11893,5,False
1394,11894,5,False
1395,11895,5,False
1396,11896,5,False
1397,11897,5,False
1398,11898,5,False
1399,11899,5,False
1400,11900,5,False
1401,11901,5,False
1402,31732,2,True
1403,11903,5,False
1404,11904,5,False
1405,11905,5,False
1406,11906,5,False
1407,38000,2,True
1408,11908,5,False
1409,11909,5,False
1410,,1,False
1411,11911,5,False
1412,11912,5,False
1413,17614,1,True
1414,11914,5,False
1415,11915,5,False
1416,11916,5,False
1417,11917,5,False
1418,11918,5,False
1419,11919,5,False
1420,11920,5,False
1421,11921,5,False
1422,11922,5,False
1423,11923,5,False
1424,11924,5,False
1425,11925,5,False
1426,11926,5,False
1427,11927,5,False
1428,11928,5,False
1429,11929,5,False
1430,11930,5,False
1431,11931,5,False
1432,11932,5,False
1433,11933,5,False
1434,11934,5,False
1435,11935,5,False
1436,11936,5,False
1437,11937,5,False
1438,30709,2,True
1439,11939,5,False
1440,,5,False
1441,11941,5,False
1442,11942,5,False
1443,11943,5,False
1444,,5,False
1445,,1,False
1446,11946,5,False
1447,11947,5,False
1448,11948,5,False
1449,11949,5,False
1450,11950,5,False
1451,11951,5,False
1452,11952,5,False
1453,11953,5,False
1454,11954,5,False
1455,11955,5,False
1456,11956,5,False
1457,11957,5,False
1458,11958,5,False
1459,11959,5,False
1460,11960,5,False
1461,11961,5,False
1462,11962,5,False
1463,11963,5,False
1464,19416,1,True
1465,11965,5,False
1466,11966,5,False
1467,11967,5,False
1468,11968,5,False
1469,11969,5,False
1470,11970,5,False
1471,11971,5,False
1472,11191,1,True
1473,11973,5,False
1474,11828,4,False
1475,11975,5,False
1476,11976,5,False
1477,11977,5,False
1478,11978,5,False
1479,11979,5,False
1480,11980,5,False
1481,11981,5,False
1482,11982,5,False
1483,11983,5,False
1484,11984,5,False
1485,11985,5,False
1486,11986,5,False
1487,11987,5,False
1488,10967,1,True
1489,11989,5,False
1490,11990,5,False
1491,11991,5,False
1492,11992,5,False
1493,11993,5,False
1494,11994,5,False
1495,11995,5,False
1496,11996,5,False
1497,11997,5,False
1498,11998,5,False
1499,11999,5,False
1500,12000,5,False
1501,12001,5,False
1502,12002,5,False
1503,16166,1,True
1504,12004,5,False
